Packet ID, Utilization, Create Time, Receive Time
2,0.8,0,1.008
3,0.8,0.0424110758196,1.008
4,0.8,0.0473232523273,1.01108782349
5,0.8,0.0549591368316,1.01145193899
6,0.8,0.0625928935099,1.01181818231
7,0.8,0.0743465932575,1.00806448256
8,0.8,0.0771550679899,1.01325600783
9,0.8,0.100996573621,1.008
10,0.8,0.102778442967,1.01421813065
11,0.8,0.108854529674,1.01614204395
12,0.8,0.141756397092,1.008
13,0.8,0.145917959464,1.01183843763
14,0.8,0.147981914142,1.01777448295
15,0.8,0.150973139258,1.02278325783
16,0.8,0.15218084207,1.02957555502
17,0.8,0.160315553963,1.02944084313
18,0.8,0.186657426253,1.01109897084
19,0.8,0.191362238051,1.01439415904
20,0.8,0.193523817649,1.02023257944
21,0.8,0.200274243572,1.02148215352
22,0.8,0.201687498012,1.02806889908
23,0.8,0.202862026402,1.03489437069
24,0.8,0.214252530137,1.03150386696
25,0.8,0.221452942232,1.03230345486
26,0.8,0.227073804241,1.03468259285
27,0.8,0.228543103161,1.04121329393
28,0.8,0.230892535428,1.04686386166
29,0.8,0.257721328851,1.02803506824
30,0.8,0.259235539997,1.0345208571
31,0.8,0.259764698465,1.04199169863
32,0.8,0.264482979158,1.04527341793
33,0.8,0.271047666445,1.04670873065
34,0.8,0.277353130569,1.04840326652
35,0.8,0.282292200126,1.05146419697
36,0.8,0.286288287868,1.05546810922
37,0.8,0.294353727955,1.05540266914
38,0.8,0.296573054568,1.06118334252
39,0.8,0.299556690433,1.06619970666
40,0.8,0.302968608798,1.07078778829
41,0.8,0.310019873713,1.07173652338
42,0.8,0.329685158211,1.06007123888
43,0.8,0.362432439364,1.03532395773
44,0.8,0.388740666753,1.01701573034
45,0.8,0.414631246995,1.008
46,0.8,0.414700824661,1.01593042233
47,0.8,0.434201321546,1.008
48,0.8,0.43621883535,1.0139824862
49,0.8,0.440220576957,1.01798074459
50,0.8,0.442783790651,1.02341753089
51,0.8,0.462726836598,1.01147448495
52,0.8,0.474776682724,1.008
53,0.8,0.475744534217,1.01503214851
54,0.8,0.488743069771,1.01003361295
55,0.8,0.492285782985,1.01449089974
56,0.8,0.505682577499,1.00909410522
57,0.8,0.510392902799,1.01238377993
58,0.8,0.511583120466,1.01919356226
59,0.8,0.523202526448,1.01557415628
60,0.8,0.534781192935,1.01199548979
61,0.8,0.535488332632,1.01928835009
62,0.8,0.536571287524,1.0262053952
63,0.8,0.541669902095,1.02910678063
64,0.8,0.54802424107,1.03075244165
65,0.8,0.565137169694,1.02163951303
66,0.8,0.57185327585,1.02292340687
67,0.8,0.583530874421,1.0192458083
68,0.8,0.590097060318,1.02067962241
69,0.8,0.591576742908,1.02719993982
