packet_id,util,create_time,receive_time
2.0,0.6,0.0,0.10800000000000001
3.0,0.6,0.01731844333552422,0.108
4.0,0.6,0.023789119979756725,0.10952932335576751
5.0,0.6,0.032712772242633276,0.10860567109289096
6.0,0.6,0.05306692950224515,0.10800000000000001
7.0,0.6,0.05764041298769341,0.11142651651455177
8.0,0.6,0.07221204179039613,0.108
9.0,0.6,0.07533870145166133,0.1128733403387348
10.0,0.6,0.12154502205034348,0.10800000000000001
11.0,0.6,0.1267138503687498,0.1108311716815937
12.0,0.6,0.13831799465023287,0.10800000000000001
13.0,0.6,0.13960916343522656,0.1147088312150063
14.0,0.6,0.16643988798684853,0.10800000000000001
15.0,0.6,0.17148528556728765,0.1109546024195609
16.0,0.6,0.1744659737488681,0.11597391423798045
17.0,0.6,0.17737238736186123,0.12106750062498733
18.0,0.6,0.2008030904617284,0.10799999999999998
19.0,0.6,0.2029617042872178,0.11384138617451059
20.0,0.6,0.2175889028544929,0.10800000000000004
21.0,0.6,0.23301623993741832,0.10800000000000004
22.0,0.6,0.23761653120555554,0.11139970873186283
23.0,0.6,0.24701550691185525,0.11000073302556312
24.0,0.6,0.24877014225367713,0.11624609768374125
25.0,0.6,0.2526199269221558,0.1203963130152626
26.0,0.6,0.2792537870664122,0.10800000000000004
27.0,0.6,0.28758904089875176,0.10800000000000004
28.0,0.6,0.3075901815377615,0.10799999999999998
29.0,0.6,0.3388243969641921,0.10799999999999998
30.0,0.6,0.3765943483674189,0.10799999999999998
31.0,0.6,0.37815616963473253,0.11443817873268636
32.0,0.6,0.46715903546968474,0.10799999999999998
33.0,0.6,0.4714066654141789,0.11175237005550581
34.0,0.6,0.49274045304006914,0.10800000000000004
35.0,0.6,0.4998180180411463,0.10892243499892279
36.0,0.6,0.5176194964616347,0.10799999999999998
37.0,0.6,0.5311887733137136,0.10799999999999998
38.0,0.6,0.5512509295276573,0.10799999999999998
39.0,0.6,0.5820132357459712,0.10799999999999998
40.0,0.6,0.6136557211550474,0.10799999999999998
41.0,0.6,0.627151607644084,0.10799999999999998
42.0,0.6,0.6318111732577824,0.11134043438630159
43.0,0.6,0.6508803240405989,0.10799999999999998
44.0,0.6,0.6680758854365699,0.10799999999999998
45.0,0.6,0.6720242428116078,0.11205164262496214
46.0,0.6,0.6883732697068691,0.10799999999999998
47.0,0.6,0.6968382159895493,0.10799999999999998
48.0,0.6,0.7100606960607819,0.10799999999999998
49.0,0.6,0.7110079681452908,0.11505272791549115
50.0,0.6,0.7458387030075926,0.10799999999999998
51.0,0.6,0.7561437204685775,0.10799999999999998
52.0,0.6,0.7645502790232789,0.10799999999999998
53.0,0.6,0.7652806622735385,0.11526961674974034
54.0,0.6,0.7683114753502479,0.12023880367303097
55.0,0.6,0.7785543754625306,0.1179959035607483
56.0,0.6,0.7923406806131651,0.1122095984101138
57.0,0.6,0.7955244559093501,0.11702582311392884
58.0,0.6,0.8144920571241439,0.10799999999999998
