packet_id,util,create_time,receive_time
2.0,0.96,0.0,0.10800000000000001
3.0,0.96,0.0014043208588085342,0.11459567914119148
4.0,0.96,0.01046668820700533,0.11353331179299468
5.0,0.96,0.01582817804184497,0.11617182195815504
6.0,0.96,0.021392758985599857,0.11860724101440015
7.0,0.96,0.02695109717795843,0.12104890282204159
8.0,0.96,0.02937616193795562,0.1266238380620444
9.0,0.96,0.047104541363777605,0.1168954586362224
10.0,0.96,0.06039679489368873,0.11160320510631128
11.0,0.96,0.06538964916255055,0.11461035083744947
12.0,0.96,0.07504841093762356,0.11295158906237647
13.0,0.96,0.07747324834135313,0.1185267516586469
14.0,0.96,0.09130249675012167,0.11269750324987837
15.0,0.96,0.09996617780626683,0.11203382219373322
16.0,0.96,0.13022694272571406,0.10800000000000001
17.0,0.96,0.19228122335344602,0.10800000000000001
18.0,0.96,0.19330387103872151,0.11497735231472453
19.0,0.96,0.19409724047078475,0.1221839828826613
20.0,0.96,0.19951213178458777,0.12476909156885829
21.0,0.96,0.21536023339522609,0.11692098995821998
22.0,0.96,0.22265264516201005,0.11762857819143602
23.0,0.96,0.23243752174559915,0.11584370160784693
24.0,0.96,0.2341803035539645,0.1221009197994816
25.0,0.96,0.23487421622296026,0.12940700713048578
26.0,0.96,0.24344284254989557,0.12883838080355048
27.0,0.96,0.25793100124723733,0.12235022210620872
28.0,0.96,0.2580854590642293,0.13019576428921675
29.0,0.96,0.2606432353507194,0.13563798800272664
30.0,0.96,0.26528618617545113,0.13899503717799494
31.0,0.96,0.273182149361919,0.1390990739915271
32.0,0.96,0.2898507773345388,0.1304304460189073
33.0,0.96,0.29076358758326876,0.13751763577017734
34.0,0.96,0.29187282571439244,0.14440839763905366
35.0,0.96,0.2970759111505566,0.14720531220288952
36.0,0.96,0.33154065567120583,0.12074056768224029
37.0,0.96,0.34061464052273943,0.11966658283070669
38.0,0.96,0.35499452323264435,0.11328670012080178
39.0,0.96,0.35746937120920524,0.11881185214424089
40.0,0.96,0.35991062311435384,0.1243706002390923
41.0,0.96,0.3605709951102034,0.13171022824324274
42.0,0.96,0.36263437373706126,0.1376468496163849
43.0,0.96,0.3668185249467781,0.14146269840666809
44.0,0.96,0.3701126570592058,0.14616856629424035
45.0,0.96,0.38291531672115,0.1413659066322962
46.0,0.96,0.3889442963915925,0.14333692696185368
47.0,0.96,0.3890769827597694,0.15120424059367682
48.0,0.96,0.40377654417743125,0.14450467917601495
49.0,0.96,0.41140232951248984,0.14487889384095637
50.0,0.96,0.41647887588731447,0.14780234746613174
51.0,0.96,0.4204175979582365,0.1518636253952097
52.0,0.96,0.440131198287356,0.14015002506609026
53.0,0.96,0.4411865290864727,0.14709469426697352
54.0,0.96,0.4425766571499595,0.15370456620348677
55.0,0.96,0.44276925218591934,0.1615119711675269
56.0,0.96,0.44549274564280117,0.1667884777106451
57.0,0.96,0.44986814745073384,0.17041307590271243
58.0,0.96,0.4552435628430219,0.17303766051042435
59.0,0.96,0.47496466230170936,0.16131656105173692
60.0,0.96,0.4813622455939291,0.1629189777595172
61.0,0.96,0.48227738411745824,0.17000383923598805
62.0,0.96,0.4833030300846048,0.1769781932688415
63.0,0.96,0.48474668893750117,0.18353453441594514
64.0,0.96,0.4904769524050973,0.185804270948349
65.0,0.96,0.504798678796528,0.17948254455691837
66.0,0.96,0.5308227505788194,0.16145847277462688
67.0,0.96,0.5338790542818997,0.1664021690715466
68.0,0.96,0.5459796217698383,0.16230160158360807
69.0,0.96,0.5498905273621807,0.16639069599126566
70.0,0.96,0.5527375891409497,0.17154363421249663
71.0,0.96,0.5536037872818651,0.17867743607158126
72.0,0.96,0.5580794493814277,0.18220177397201864
73.0,0.96,0.6016426425801672,0.14663858077327918
74.0,0.96,0.6035107910798423,0.1527704322736041
75.0,0.96,0.6062714240430526,0.15800979931039383
76.0,0.96,0.6065553086935568,0.16572591465988962
77.0,0.96,0.6234417304385336,0.15683949291491284
