Utilization,Actual Delay
0.1,0.10833670390897684
0.2,0.10914315499169122
0.3,0.10973251202076977
0.4,0.11026707271380443
0.5,0.1133070285322473
0.6,0.1135712206610817
0.7,0.11835105765323045
0.8,0.12064220500067087
0.84,0.12456589751445311
0.88,0.12625839332742606
0.9,0.13296758332967853
0.92,0.14641817660331
0.96,0.18357269832916873
0.98,0.3716149070639636
